画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
1-15-01-A1-0097-O,,●,●,2,2024/11/26_10:54:49,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0097-I,,●,●,2,2024/12/10_13:26:11,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0098-I,,●,●,2,2024/12/10_13:26:15,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0099-I,,●,●,2,2024/12/10_13:26:18,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0100-O,,●,●,2,2024/11/26_10:55:47,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0100-I,,●,●,2,2024/12/10_13:26:30,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0101-I,,●,●,2,2024/12/10_13:26:32,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0102-O,,●,●,3,2024/12/16_16:47:27,M.S.,2024/12/16_17:15:33,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0102-I,,●,●,2,2024/12/10_13:26:36,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0103-I,,●,●,2,2024/12/10_13:26:56,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0104-I,,●,●,2,2024/12/10_13:26:58,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0105-I,,●,●,2,2024/12/10_13:27:01,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0106-I,,●,●,2,2024/12/10_13:27:03,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0107-I,,●,●,2,2024/12/10_13:27:06,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0108-O,,●,●,1,2024/11/26_10:58:08,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0108-I,,●,●,2,2024/11/26_12:11:03,R.S.,2024/11/26_12:20:58,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0109-O,,●,●,1,2024/11/26_10:58:14,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0109-I,,●,●,2,2024/11/26_12:11:04,R.S.,2024/11/26_12:20:58,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0110-I,,●,●,2,2024/11/26_12:11:06,R.S.,2024/11/26_12:20:58,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0111-I,,●,●,2,2024/11/26_12:11:08,R.S.,2024/11/26_12:20:58,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0112-O,,●,●,1,2024/11/26_10:59:12,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0112-I,,●,●,2,2024/11/26_12:11:10,R.S.,2024/11/26_12:20:58,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0113-I,,●,●,2,2024/11/26_12:11:12,R.S.,2024/11/26_12:20:58,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0114-I,,●,●,1,2024/11/26_12:11:16,R.S.,2024/11/26_12:20:58,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0115-I,,●,●,1,2024/11/26_12:11:22,R.S.,2024/11/26_12:20:58,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0123-O,,●,●,2,2024/12/16_16:47:58,M.S.,2024/12/16_17:15:33,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0125-I,,●,●,2,2024/11/26_12:12:00,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0126-I,,●,●,1,2024/11/26_12:12:06,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0134-O,,●,●,1,2024/11/26_11:04:59,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0134-I,,●,●,2,2024/11/26_14:44:10,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0135-O,,●,●,1,2024/11/26_11:05:09,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0135-I,,●,●,2,2024/11/26_14:44:12,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0136-I,,●,●,2,2024/11/26_14:44:13,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0146-O,,●,●,1,2024/11/26_11:07:53,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0148-I,,●,●,1,2024/11/26_12:12:57,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0155-I,,●,●,2,2024/11/26_12:13:14,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0156-I,,●,●,1,2024/11/26_12:13:16,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0157-I,,●,●,1,2024/11/26_12:13:17,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0158-I,,●,●,1,2024/11/26_12:13:18,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0159-I,,●,●,1,2024/11/26_12:13:19,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0189-O,,●,●,1,2024/11/26_11:17:43,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0189-I,,●,●,4,2024/11/26_14:44:49,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0190-I,,●,●,1,2024/11/26_12:14:08,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0191-I,,●,●,2,2024/12/10_13:35:36,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0192-I,,●,●,1,2024/11/26_12:14:11,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0193-I,,●,●,2,2024/12/10_13:35:49,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0194-I,,●,●,2,2024/12/10_13:35:52,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0195-O,,●,●,1,2024/11/26_11:20:08,R.S.,2024/11/26_11:25:38,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0195-I,,●,●,2,2024/12/10_13:35:55,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0196-I,,●,●,2,2024/12/10_13:36:27,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0197-I,,●,●,2,2024/12/10_13:36:30,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0198-I,,●,●,2,2024/12/10_13:36:33,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0199-I,,●,●,2,2024/12/10_13:36:35,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0200-I,,●,●,2,2024/12/10_13:36:37,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0201-I,,●,●,2,2024/12/10_13:36:40,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0202-I,,●,●,2,2024/12/10_13:36:42,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0203-I,,●,●,2,2024/12/10_13:36:45,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0205-I,,●,●,2,2024/12/10_13:36:59,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0206-I,,●,●,2,2024/12/10_13:37:02,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0339-I,,●,●,2,2024/12/10_13:38:04,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0340-I,,●,●,2,2024/12/10_13:38:07,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0341-I,,●,●,1,2024/11/26_12:15:41,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0342-I,,●,●,2,2024/12/10_13:38:57,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0343-I,,●,●,2,2024/12/10_13:38:59,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0344-I,,●,●,2,2024/12/10_13:39:00,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0345-I,,●,●,2,2024/12/10_13:39:02,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0346-I,,●,●,2,2024/12/10_13:39:04,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0347-I,,●,●,2,2024/12/10_13:39:06,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0348-I,,●,●,2,2024/12/10_13:39:08,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0349-I,,●,●,2,2024/12/10_13:39:09,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0350-I,,●,●,2,2024/12/10_13:39:14,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0351-I,,●,●,2,2024/12/10_13:39:16,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0352-I,,●,●,1,2024/11/26_12:15:52,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0353-I,,●,●,3,2024/12/10_13:40:01,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0354-I,,●,●,1,2024/12/10_13:40:05,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0355-I,,●,●,2,2024/12/10_13:40:07,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0356-I,,●,●,2,2024/12/10_13:40:09,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0357-I,,●,●,2,2024/12/10_13:40:12,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0358-I,,●,●,2,2024/12/10_13:40:15,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0359-I,,●,●,2,2024/12/10_13:40:18,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0360-I,,●,●,2,2024/12/10_13:40:52,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0361-I,,●,●,2,2024/12/10_13:40:55,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0362-I,,●,●,2,2024/12/10_13:40:58,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0363-I,,●,●,2,2024/12/10_13:41:06,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0364-I,,●,●,2,2024/12/10_13:41:08,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0365-I,,●,●,2,2024/12/10_13:41:10,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0366-I,,●,●,2,2024/12/10_13:42:22,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0367-I,,●,●,2,2024/12/10_13:42:25,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0368-I,,●,●,2,2024/12/10_13:42:28,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0369-I,,●,●,2,2024/12/10_13:42:33,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0370-I,,●,●,3,2024/11/26_14:45:14,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0371-I,,●,●,3,2024/11/26_14:45:15,R.S.,2024/11/26_14:50:08,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0379-I,,●,●,2,2024/11/26_12:24:33,R.S.,2024/11/26_12:26:22,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0380-I,,●,●,3,2024/11/26_12:24:38,R.S.,2024/11/26_12:26:22,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0381-I,,●,●,2,2024/11/26_12:24:40,R.S.,2024/11/26_12:26:22,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0391-I,,●,●,2,2024/11/26_12:18:08,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0392-O,,●,●,1,2024/11/26_11:56:15,R.S.,2024/11/26_12:06:52,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0392-I,,●,●,1,2024/11/26_12:18:10,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0393-O,,●,●,1,2024/11/26_11:56:23,R.S.,2024/11/26_12:06:52,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0394-I,,●,●,2,2024/11/26_14:45:38,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0395-I,,●,●,2,2024/11/26_14:45:39,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0396-I,,●,●,2,2024/11/26_14:45:41,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0397-I,,●,●,2,2024/11/26_14:45:43,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0398-I,,●,●,2,2024/11/26_14:45:44,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0399-I,,●,●,1,2024/11/26_12:18:45,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0400-I,,●,●,1,2024/11/26_12:18:49,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0401-I,,●,●,1,2024/11/26_12:18:51,R.S.,2024/11/26_12:20:58,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0402-I,,●,●,2,2024/12/10_13:50:36,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0403-I,,●,●,2,2024/12/10_13:50:40,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0404-O,,●,●,1,2024/11/26_11:58:40,R.S.,2024/11/26_12:06:52,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0404-I,,●,●,2,2024/12/10_13:50:43,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0405-I,,●,●,2,2024/12/10_13:50:45,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0406-I,,●,●,2,2024/12/10_13:50:47,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0407-O,,●,●,1,2024/11/26_11:59:09,R.S.,2024/11/26_12:06:52,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0407-I,,●,●,2,2024/12/10_13:50:48,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0408-O,,●,●,1,2024/11/26_11:59:16,R.S.,2024/11/26_12:06:52,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0408-I,,●,●,2,2024/12/10_13:50:50,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0409-I,,●,●,2,2024/12/10_13:50:52,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0410-I,,●,●,2,2024/12/10_13:50:54,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0411-I,,●,●,2,2024/12/10_13:50:55,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0412-O,,●,●,2,2024/12/16_16:49:22,M.S.,2024/12/16_17:15:33,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0412-I,,●,●,2,2024/12/10_13:50:57,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0413-O,,●,●,2,2024/12/16_16:49:24,M.S.,2024/12/16_17:15:33,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0413-I,,●,●,2,2024/12/10_13:50:59,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0414-I,,●,●,2,2024/12/10_13:51:02,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0415-O,,●,●,1,2024/11/26_12:00:41,R.S.,2024/11/26_12:06:52,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0416-O,,●,●,1,2024/11/26_12:00:48,R.S.,2024/11/26_12:06:52,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0417-O,,●,●,2,2024/11/26_12:00:59,R.S.,2024/11/26_12:06:52,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0418-O,,●,●,1,2024/11/26_12:01:03,R.S.,2024/11/26_12:06:52,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0419-O,,●,●,1,2024/11/26_12:01:18,R.S.,2024/11/26_12:06:52,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0421-O,,●,●,2,2024/12/16_16:49:31,M.S.,2024/12/16_17:15:33,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0421-I,,●,●,2,2024/11/26_14:46:01,R.S.,2024/11/26_14:50:08,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0422-I,,●,●,2,2024/12/10_13:51:17,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0423-I,,●,●,2,2024/12/10_13:51:19,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0424-I,,●,●,2,2024/12/10_13:51:21,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0425-O,,●,●,1,2024/11/26_12:02:42,R.S.,2024/11/26_12:06:52,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0425-I,,●,●,2,2024/12/10_13:51:24,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0426-I,,●,●,2,2024/12/10_13:51:25,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0427-O,,●,●,1,2024/11/26_12:02:58,R.S.,2024/11/26_12:06:52,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0427-I,,●,●,2,2024/12/10_13:51:27,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0428-O,,●,●,1,2024/11/26_12:03:15,R.S.,2024/11/26_12:06:52,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0428-I,,●,●,2,2024/12/10_13:51:30,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0429-I,,●,●,2,2024/12/10_13:51:32,M.S.,2024/12/10_13:52:11,,●,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
1-15-01-A1-0430-O,,●,●,2,2024/12/16_16:49:39,M.S.,2024/12/16_17:15:33,,,,,,,,,,,●,,,,,,10:コメット,115,コメット,10:コメット
