画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
1-01-01-A1-0209-I,,●,●,1,2024/11/07_02:03:31,W.K.,2024/11/07_02:11:28,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-A1-0423-O,,●,●,1,2024/11/07_01:39:43,W.K.,2024/11/07_01:58:48,,●,,,,,,,,,,,,,,エッジに若干よごれ？,1:汚れ,101,正常,0:正常
1-01-01-A1-0424-O,,●,●,1,2024/11/07_01:39:58,W.K.,2024/11/07_01:58:48,,●,,,,,,,,,,,,,,エッジによごれ,1:汚れ,101,正常,0:正常
1-01-01-A1-0450-O,,●,●,1,2024/11/07_01:41:47,W.K.,2024/11/07_01:58:48,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-A1-0451-O,,●,●,1,2024/11/07_01:42:28,W.K.,2024/11/07_01:58:48,,●,,,,,,,,,,,,,,AB面境界の真ん中あたりに薄いよごれ？,1:汚れ,101,正常,0:正常
1-01-01-C1-0002,,●,●,1,2024/11/07_02:24:11,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0137,,●,●,1,2024/11/07_02:24:56,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0140,,●,●,1,2024/11/07_02:25:16,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0142,,●,●,1,2024/11/07_02:25:37,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0160,,●,●,1,2024/11/07_02:26:35,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0161,,●,●,1,2024/11/07_02:27:24,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0162,,●,●,1,2024/11/07_02:27:35,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0164,,●,●,1,2024/11/07_02:28:52,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0178,,●,●,1,2024/11/07_02:29:53,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0184,,●,●,1,2024/11/07_02:30:20,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0188,,●,●,1,2024/11/07_02:30:34,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0197,,●,●,1,2024/11/07_02:32:08,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0198,,●,●,1,2024/11/07_02:32:11,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0200,,●,●,1,2024/11/07_02:32:45,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0203,,●,●,2,2024/11/14_01:25:39,W.K.,2024/11/14_01:28:06,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0207,,●,●,1,2024/11/07_02:33:38,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0208,,●,●,1,2024/11/07_02:33:50,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0233,,●,●,1,2024/11/07_02:34:37,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0423,,●,●,1,2024/11/07_02:37:38,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0424,,●,●,1,2024/11/07_02:37:40,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0442,,●,●,1,2024/11/07_02:38:03,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-C1-0471,,●,●,1,2024/11/07_02:38:36,W.K.,2024/11/07_02:40:31,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0002-O,,●,●,1,2024/11/10_18:17:48,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0003-O,,●,●,1,2024/11/10_18:17:58,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0134-O,,●,●,1,2024/11/10_18:18:19,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0135-O,,●,●,1,2024/11/10_18:18:24,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0136-O,,●,●,1,2024/11/10_18:18:26,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0137-O,,●,●,1,2024/11/10_18:18:30,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0138-O,,●,●,1,2024/11/10_18:18:32,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0139-O,,●,●,1,2024/11/10_18:18:36,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0140-O,,●,●,1,2024/11/10_18:18:38,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0141-O,,●,●,1,2024/11/10_18:18:41,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0142-O,,●,●,1,2024/11/10_18:18:42,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0143-O,,●,●,1,2024/11/10_18:18:44,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0144-O,,●,●,1,2024/11/10_18:18:46,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0145-O,,●,●,1,2024/11/10_18:18:48,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0146-O,,●,●,1,2024/11/10_18:18:49,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0147-O,,●,●,1,2024/11/10_18:18:51,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0148-O,,●,●,1,2024/11/10_18:18:53,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0149-O,,●,●,1,2024/11/10_18:18:55,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0150-O,,●,●,1,2024/11/10_18:18:56,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0151-O,,●,●,1,2024/11/10_18:18:58,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0151-I,,●,●,1,2024/11/10_18:57:35,W.K.,2024/11/10_19:02:21,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0152-O,,●,●,1,2024/11/10_18:18:59,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0152-I,,●,●,1,2024/11/10_18:57:37,W.K.,2024/11/10_19:02:21,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0153-O,,●,●,1,2024/11/10_18:19:01,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0154-O,,●,●,1,2024/11/10_18:19:07,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0155-O,,●,●,1,2024/11/10_18:19:09,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0156-O,,●,●,1,2024/11/10_18:19:11,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0157-O,,●,●,1,2024/11/10_18:19:12,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0158-O,,●,●,1,2024/11/10_18:19:16,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0159-O,,●,●,1,2024/11/10_18:19:17,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0160-O,,●,●,1,2024/11/10_18:19:38,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0160-I,,●,●,1,2024/11/10_18:58:54,W.K.,2024/11/10_19:02:21,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0161-O,,●,●,1,2024/11/10_18:19:40,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0161-I,,●,●,1,2024/11/10_18:58:55,W.K.,2024/11/10_19:02:21,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0162-O,,●,●,1,2024/11/10_18:19:42,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0163-O,,●,●,1,2024/11/10_18:19:44,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0164-O,,●,●,1,2024/11/10_18:19:48,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0165-O,,●,●,1,2024/11/10_18:19:50,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0166-O,,●,●,1,2024/11/10_18:19:52,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0167-O,,●,●,1,2024/11/10_18:20:31,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0168-O,,●,●,2,2024/11/10_18:23:39,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,シリアルコード、E面に薄い汚れあり,1:汚れ,101,正常,0:正常
1-01-01-E1-0178-O,,●,●,1,2024/11/10_18:24:08,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0180-I,,●,●,1,2024/11/10_18:59:25,W.K.,2024/11/10_19:02:21,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0181-O,,●,●,1,2024/11/10_18:24:43,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0187-O,,●,●,1,2024/11/10_18:28:14,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0188-O,,●,●,1,2024/11/10_18:28:16,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0197-O,,●,●,1,2024/11/10_18:29:41,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0198-O,,●,●,1,2024/11/10_18:29:43,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0199-O,,●,●,1,2024/11/10_18:30:23,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,D面に薄い汚れあり,1:汚れ,101,正常,0:正常
1-01-01-E1-0200-O,,●,●,1,2024/11/10_18:30:40,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,D面に薄い汚れあり,1:汚れ,101,正常,0:正常
1-01-01-E1-0201-O,,●,●,1,2024/11/10_18:30:49,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0202-O,,●,●,1,2024/11/10_18:30:54,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0203-O,,●,●,1,2024/11/10_18:30:55,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0207-O,,●,●,1,2024/11/10_18:31:12,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0223-O,,●,●,1,2024/11/10_18:31:46,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0225-O,,●,●,1,2024/11/10_18:31:57,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0226-O,,●,●,1,2024/11/10_18:31:59,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0235-O,,●,●,1,2024/11/10_18:32:20,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0236-O,,●,●,1,2024/11/10_18:32:22,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0237-O,,●,●,1,2024/11/10_18:32:24,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0238-O,,●,●,1,2024/11/10_18:32:29,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0239-O,,●,●,1,2024/11/10_18:32:31,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0240-O,,●,●,1,2024/11/10_18:32:33,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0241-O,,●,●,1,2024/11/10_18:32:35,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0242-O,,●,●,1,2024/11/10_18:32:36,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0243-O,,●,●,1,2024/11/10_18:32:38,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0244-O,,●,●,1,2024/11/10_18:32:39,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0249-O,,●,●,1,2024/11/10_18:32:56,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0250-O,,●,●,1,2024/11/10_18:32:57,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0251-O,,●,●,1,2024/11/10_18:33:00,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0252-O,,●,●,1,2024/11/10_18:33:03,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0376-O,,●,●,1,2024/11/10_18:33:14,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0377-O,,●,●,1,2024/11/10_18:33:16,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0411-O,,●,●,1,2024/11/10_18:33:56,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0412-O,,●,●,1,2024/11/10_18:33:57,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0413-O,,●,●,1,2024/11/10_18:33:59,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0414-O,,●,●,1,2024/11/10_18:34:01,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0415-O,,●,●,1,2024/11/10_18:34:02,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0416-O,,●,●,1,2024/11/10_18:34:04,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0417-O,,●,●,1,2024/11/10_18:34:06,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0418-O,,●,●,1,2024/11/10_18:34:07,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0425-O,,●,●,1,2024/11/10_18:34:34,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0441-O,,●,●,1,2024/11/10_18:35:48,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0442-O,,●,●,1,2024/11/10_18:35:51,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-01-E1-0479-O,,●,●,1,2024/11/10_18:36:50,W.K.,2024/11/10_18:37:20,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-A1-0159-O,,●,●,1,2024/11/12_10:07:47,M.S.,2024/11/12_10:22:41,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-A1-0189-O,,●,●,2,2024/11/12_17:56:52,W.K.,2024/11/12_18:36:26,,●,,,,,,,,,,,,,,ベベル部にゴミ2点？,1:汚れ,101,正常,0:正常
1-01-02-A1-0190-O,,●,●,2,2024/11/12_17:57:01,W.K.,2024/11/12_18:36:26,,●,,,,,,,,,,,,,,ベベル部にゴミ１点？,1:汚れ,101,正常,0:正常
1-01-02-A1-0209-O,,●,●,2,2024/11/14_01:25:54,W.K.,2024/11/14_01:28:06,,●,,,,,,,,,,,,,,ベベル部に１点,1:汚れ,101,正常,0:正常
1-01-02-A1-0219-O,,●,●,2,2024/11/14_01:25:56,W.K.,2024/11/14_01:28:06,,●,,,,,,,,,,,,,,ベベル部にスジ状,1:汚れ,101,正常,0:正常
1-01-02-C1-0161,,●,●,1,2024/11/12_14:24:02,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-C1-0162,,●,●,1,2024/11/12_14:24:15,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-C1-0163,,●,●,1,2024/11/12_14:24:38,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-C1-0165,,●,●,1,2024/11/12_14:24:56,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-C1-0166,,●,●,1,2024/11/12_14:25:02,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-C1-0199,,●,●,1,2024/11/12_14:30:03,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-C1-0208,,●,●,1,2024/11/12_14:34:31,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-C1-0209,,●,●,1,2024/11/12_14:34:38,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-C1-0214,,●,●,1,2024/11/12_14:36:35,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-C1-0215,,●,●,1,2024/11/12_14:36:40,M.S.,2024/11/12_14:54:50,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0002-O,,●,●,1,2024/11/12_15:36:45,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0003-O,,●,●,1,2024/11/12_15:36:58,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0144-O,,●,●,1,2024/11/12_15:45:17,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,ベベル際に数点,1:汚れ,101,正常,0:正常
1-01-02-E1-0145-O,,●,●,1,2024/11/12_15:45:29,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0146-O,,●,●,1,2024/11/12_15:46:15,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0147-O,,●,●,1,2024/11/12_15:50:23,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0148-O,,●,●,1,2024/11/12_15:50:32,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0149-O,,●,●,1,2024/11/12_15:50:40,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0150-O,,●,●,1,2024/11/12_15:50:52,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0151-O,,●,●,1,2024/11/12_15:50:59,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0152-O,,●,●,1,2024/11/12_15:51:06,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0153-O,,●,●,1,2024/11/12_15:51:16,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0158-O,,●,●,1,2024/11/12_15:52:23,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0159-O,,●,●,1,2024/11/12_15:52:29,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0176-O,,●,●,1,2024/11/12_16:05:17,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0177-O,,●,●,1,2024/11/12_16:05:43,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0178-O,,●,●,1,2024/11/12_16:06:30,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0191-I,,●,●,1,2024/11/12_16:11:58,M.S.,2024/11/12_16:14:44,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
1-01-02-E1-0198-O,,●,●,1,2024/11/12_16:23:25,M.S.,2024/11/12_17:21:11,,●,,,,,,,,,,,,,,,1:汚れ,101,正常,0:正常
