画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
1-05-01-C1-0144,,●,●,1,2024/11/15_10:12:03,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0145,,●,●,1,2024/11/15_10:12:05,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0146,,●,●,1,2024/11/15_10:12:06,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0147,,●,●,1,2024/11/15_10:12:07,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0148,,●,●,1,2024/11/15_10:12:09,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0149,,●,●,1,2024/11/15_10:12:11,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0150,,●,●,1,2024/11/15_10:12:12,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0151,,●,●,1,2024/11/15_10:12:14,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0153,,●,●,1,2024/11/15_10:12:16,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0154,,●,●,1,2024/11/15_10:12:17,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0156,,●,●,1,2024/11/15_10:12:20,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0158,,●,●,3,2024/12/12_10:00:29,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0162,,●,●,1,2024/11/15_10:12:47,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0163,,●,●,1,2024/11/15_10:12:49,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0165,,●,●,1,2024/11/15_10:17:10,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0166,,●,●,1,2024/11/15_10:17:12,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0167,,●,●,1,2024/11/15_10:17:13,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0168,,●,●,1,2024/11/15_10:17:15,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0169,,●,●,1,2024/11/15_10:17:16,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0170,,●,●,1,2024/11/15_10:17:21,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,●,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0171,,●,●,1,2024/11/15_10:17:24,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,●,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0172,,●,●,1,2024/11/15_10:17:27,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,●,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0173,,●,●,1,2024/11/15_10:17:29,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0174,,●,●,1,2024/11/15_10:17:31,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0175,,●,●,1,2024/11/15_10:17:32,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0177,,●,●,1,2024/11/15_10:17:36,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0178,,●,●,1,2024/11/15_10:17:37,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0179,,●,●,1,2024/11/15_10:17:39,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0180,,●,●,3,2024/12/12_10:01:06,M.S.,2024/12/12_10:08:10,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0184,,●,●,1,2024/11/15_10:17:55,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0185,,●,●,1,2024/11/15_10:18:01,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0186,,●,●,1,2024/11/15_10:18:03,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0187,,●,●,1,2024/11/15_10:18:04,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0189,,●,●,1,2024/11/15_10:18:08,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0190,,●,●,1,2024/11/15_10:18:10,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0191,,●,●,1,2024/11/15_10:18:12,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0192,,●,●,1,2024/11/15_10:18:13,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0193,,●,●,1,2024/11/15_10:18:15,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0194,,●,●,1,2024/11/15_10:18:16,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0195,,●,●,1,2024/11/15_10:18:17,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0196,,●,●,1,2024/11/15_10:18:18,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0197,,●,●,1,2024/11/15_10:18:19,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0202,,●,●,1,2024/11/15_10:18:29,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0203,,●,●,1,2024/11/15_10:18:30,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0205,,●,●,1,2024/11/15_10:18:36,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0206,,●,●,1,2024/11/15_10:18:38,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0207,,●,●,1,2024/11/15_10:18:39,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0208,,●,●,1,2024/11/15_10:18:41,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0210,,●,●,3,2024/12/12_10:01:53,M.S.,2024/12/12_10:08:10,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0211,,●,●,3,2024/12/12_10:01:56,M.S.,2024/12/12_10:08:10,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0216,,●,●,1,2024/11/15_10:18:59,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0217,,●,●,1,2024/11/15_10:19:00,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0218,,●,●,1,2024/11/15_10:19:02,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0219,,●,●,1,2024/11/15_10:19:03,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0220,,●,●,1,2024/11/15_10:19:04,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0221,,●,●,1,2024/11/15_10:19:06,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0222,,●,●,1,2024/11/15_10:19:07,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0223,,●,●,1,2024/11/15_10:19:09,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0224,,●,●,1,2024/11/15_10:19:10,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0225,,●,●,1,2024/11/15_10:19:12,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0226,,●,●,1,2024/11/15_10:19:13,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0227,,●,●,1,2024/11/15_10:19:14,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0228,,●,●,1,2024/11/15_10:19:16,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0229,,●,●,1,2024/11/15_10:19:17,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0230,,●,●,1,2024/11/15_10:19:19,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0354,,●,●,1,2024/11/15_10:19:23,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0357,,●,●,1,2024/11/15_10:19:29,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0358,,●,●,1,2024/11/15_10:19:31,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0361,,●,●,1,2024/11/15_10:19:36,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0366,,●,●,1,2024/11/15_10:19:43,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0367,,●,●,1,2024/11/15_10:19:48,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0368,,●,●,1,2024/11/15_10:19:49,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0369,,●,●,1,2024/11/15_10:19:50,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0370,,●,●,1,2024/11/15_10:19:51,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0371,,●,●,1,2024/11/15_10:19:53,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0372,,●,●,1,2024/11/15_10:19:54,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0375,,●,●,1,2024/11/15_10:19:58,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0376,,●,●,1,2024/11/15_10:19:59,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0377,,●,●,1,2024/11/15_10:20:01,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0378,,●,●,1,2024/11/15_10:20:03,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0379,,●,●,1,2024/11/15_10:20:05,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0380,,●,●,2,2024/12/12_10:04:12,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0381,,●,●,1,2024/11/15_10:20:18,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0382,,●,●,2,2024/12/12_10:04:20,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0383,,●,●,2,2024/12/12_10:04:25,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0384,,●,●,2,2024/12/12_10:04:30,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0386,,●,●,2,2024/12/12_10:04:40,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0387,,●,●,2,2024/12/12_10:04:45,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0388,,●,●,2,2024/12/12_10:04:49,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0389,,●,●,2,2024/12/12_10:04:53,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0390,,●,●,1,2024/11/15_10:20:30,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0391,,●,●,1,2024/11/15_10:20:31,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0392,,●,●,1,2024/11/15_10:20:32,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0396,,●,●,1,2024/11/15_10:20:39,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0400,,●,●,1,2024/11/15_10:20:44,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0401,,●,●,1,2024/11/15_10:20:45,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0405,,●,●,1,2024/11/15_10:20:52,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0408,,●,●,1,2024/11/15_10:20:56,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0409,,●,●,1,2024/11/15_10:20:58,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0410,,●,●,1,2024/11/15_10:20:59,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0411,,●,●,1,2024/11/15_10:21:00,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0412,,●,●,1,2024/11/15_10:21:02,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0413,,●,●,1,2024/11/15_10:21:03,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0416,,●,●,1,2024/11/15_10:21:09,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0418,,●,●,1,2024/11/15_10:21:14,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0419,,●,●,1,2024/11/15_10:21:16,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0422,,●,●,1,2024/11/15_10:21:26,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0423,,●,●,1,2024/11/15_10:21:28,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0426,,●,●,1,2024/11/15_10:21:37,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0427,,●,●,1,2024/11/15_10:21:38,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0428,,●,●,1,2024/11/15_10:21:40,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0430,,●,●,2,2024/12/12_10:06:22,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0433,,●,●,1,2024/11/15_10:21:49,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0434,,●,●,1,2024/11/15_10:21:50,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0435,,●,●,1,2024/11/15_10:21:52,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0436,,●,●,1,2024/11/15_10:21:55,M.S.,2024/11/15_10:55:34,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0437,,●,●,1,2024/11/15_10:21:57,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0438,,●,●,1,2024/11/15_10:21:58,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0439,,●,●,1,2024/11/15_10:22:00,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0440,,●,●,1,2024/11/15_10:22:02,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0443,,●,●,2,2024/12/11_17:06:56,M.S.,2024/12/11_17:08:08,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0444,,●,●,2,2024/12/11_17:06:59,M.S.,2024/12/11_17:08:08,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0445,,●,●,2,2024/12/11_17:07:01,M.S.,2024/12/11_17:08:08,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0446,,●,●,1,2024/11/15_10:22:13,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0451,,●,●,2,2024/12/11_17:07:24,M.S.,2024/12/11_17:08:08,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0452,,●,●,1,2024/11/15_10:22:23,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0453,,●,●,1,2024/11/15_10:22:25,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0454,,●,●,1,2024/11/15_10:22:26,M.S.,2024/11/15_10:55:34,,,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0455,,●,●,2,2024/12/12_10:07:23,M.S.,2024/12/12_10:08:10,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
1-05-01-C1-0457,,●,●,2,2024/12/11_17:07:36,M.S.,2024/12/11_17:08:08,,●,,,,,,●,,,,,,,,,7:残渣,105,残渣,7:残渣
