画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
1-14-04-A1-0128-O,,●,●,4,2024/12/17_11:02:20,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0128-I,,●,●,1,2024/11/25_16:08:26,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0130-O,,●,●,4,2024/12/16_16:39:10,M.S.,2024/12/16_17:15:33,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0130-I,,●,●,1,2024/11/25_16:08:59,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0131-I,,●,●,1,2024/11/25_16:09:00,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0132-I,,●,●,1,2024/11/25_16:09:02,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0133-O,,●,●,5,2024/12/16_16:39:15,M.S.,2024/12/16_17:15:33,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0133-I,,●,●,1,2024/11/25_16:09:04,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0134-O,,●,●,4,2024/12/17_11:01:43,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0134-I,,●,●,1,2024/11/25_16:09:06,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0135-I,,●,●,1,2024/11/25_16:09:08,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0136-I,,●,●,1,2024/11/25_16:09:09,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0137-I,,●,●,1,2024/11/25_16:09:11,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0138-I,,●,●,1,2024/11/25_16:09:13,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0139-O,,●,●,4,2024/12/17_11:02:30,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0139-I,,●,●,1,2024/11/25_16:09:15,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0140-I,,●,●,1,2024/11/25_16:09:17,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0141-I,,●,●,2,2024/11/25_16:09:46,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0142-I,,●,●,1,2024/11/25_16:09:48,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0143-O,,●,●,4,2024/12/17_11:02:37,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0143-I,,●,●,1,2024/11/25_16:09:50,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0144-O,,●,●,4,2024/12/16_16:40:06,M.S.,2024/12/16_17:15:33,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0144-I,,●,●,1,2024/11/25_16:09:52,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0145-I,,●,●,1,2024/11/25_16:09:53,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0146-O,,●,●,4,2024/12/16_16:40:12,M.S.,2024/12/16_17:15:33,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0146-I,,●,●,1,2024/11/25_16:09:55,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0147-I,,●,●,1,2024/11/25_16:09:56,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0148-I,,●,●,1,2024/11/25_16:09:58,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0149-O,,●,●,4,2024/12/17_11:02:52,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0149-I,,●,●,1,2024/11/25_16:10:00,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0150-O,,●,●,4,2024/12/17_11:02:54,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0150-I,,●,●,1,2024/11/25_16:10:02,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0151-I,,●,●,1,2024/11/25_16:10:03,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0152-I,,●,●,1,2024/11/25_16:10:05,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0153-I,,●,●,1,2024/11/25_16:10:07,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0154-O,,●,●,5,2024/12/17_11:03:00,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0154-I,,●,●,1,2024/11/25_16:10:08,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0155-O,,●,●,4,2024/12/16_16:40:40,M.S.,2024/12/16_17:15:33,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0155-I,,●,●,1,2024/11/25_16:10:10,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0156-I,,●,●,1,2024/11/25_16:10:12,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0157-I,,●,●,1,2024/11/25_16:10:13,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0158-O,,●,●,6,2024/12/17_11:03:29,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0158-I,,●,●,1,2024/11/25_16:10:15,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0159-O,,●,●,3,2024/11/26_10:09:21,R.S.,2024/11/26_10:13:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0159-I,,●,●,1,2024/11/25_16:10:23,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0160-O,,●,●,2,2024/12/10_11:05:14,M.S.,2024/12/10_11:14:53,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0160-I,,●,●,1,2024/11/25_16:10:30,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0161-O,,●,●,2,2024/11/25_15:56:26,R.S.,2024/11/25_16:00:54,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0161-I,,●,●,1,2024/11/25_16:10:32,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0162-I,,●,●,1,2024/11/25_16:10:39,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0163-O,,●,●,4,2024/12/17_11:03:36,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0163-I,,●,●,1,2024/11/25_16:10:40,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0164-O,,●,●,4,2024/12/17_14:43:36,M.S.,2024/12/17_14:47:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0164-I,,●,●,1,2024/11/25_16:10:42,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0165-I,,●,●,1,2024/11/25_16:10:43,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0166-I,,●,●,1,2024/11/25_16:10:45,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0167-I,,●,●,1,2024/11/25_16:10:46,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0168-I,,●,●,1,2024/11/25_16:10:47,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0169-I,,●,●,1,2024/11/25_16:10:49,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0170-O,,●,●,4,2024/12/16_16:44:05,M.S.,2024/12/16_17:15:33,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0170-I,,●,●,1,2024/11/25_16:10:51,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0171-O,,●,●,2,2024/12/10_10:43:22,M.S.,2024/12/10_10:56:36,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0171-I,,●,●,1,2024/11/25_16:10:52,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0172-O,,●,●,2,2024/11/25_15:57:27,R.S.,2024/11/25_16:00:54,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0172-I,,●,●,1,2024/11/25_16:10:54,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0173-I,,●,●,1,2024/11/25_16:10:56,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0174-O,,●,●,4,2024/12/17_11:04:18,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0174-I,,●,●,1,2024/11/25_16:10:58,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0175-I,,●,●,1,2024/11/25_16:11:00,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0176-I,,●,●,1,2024/11/25_16:11:02,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0177-O,,●,●,4,2024/12/17_11:04:28,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0177-I,,●,●,1,2024/11/25_16:11:03,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0178-O,,●,●,4,2024/12/17_11:04:30,M.S.,2024/12/17_13:14:26,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0178-I,,●,●,1,2024/11/25_16:11:05,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0179-O,,●,●,4,2024/12/16_16:44:18,M.S.,2024/12/16_17:15:33,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0179-I,,●,●,1,2024/11/25_16:11:06,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0180-I,,●,●,1,2024/11/25_16:11:07,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0181-I,,●,●,1,2024/11/25_16:11:09,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0182-O,,●,●,5,2024/12/16_16:44:24,M.S.,2024/12/16_17:15:33,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0182-I,,●,●,1,2024/11/25_16:11:10,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0183-I,,●,●,1,2024/11/25_16:11:13,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0184-O,,●,●,2,2024/12/10_11:12:28,M.S.,2024/12/10_11:14:53,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0184-I,,●,●,1,2024/11/25_16:11:14,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0185-O,,●,●,2,2024/11/26_10:16:58,R.S.,2024/11/26_10:21:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0185-I,,●,●,1,2024/11/25_16:11:15,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0186-O,,●,●,2,2024/11/26_10:16:59,R.S.,2024/11/26_10:21:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0186-I,,●,●,1,2024/11/25_16:11:28,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0187-O,,●,●,2,2024/11/26_10:17:00,R.S.,2024/11/26_10:21:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0187-I,,●,●,1,2024/11/25_16:11:33,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0188-O,,●,●,2,2024/11/26_10:17:01,R.S.,2024/11/26_10:21:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0188-I,,●,●,1,2024/11/25_16:11:35,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0189-O,,●,●,2,2024/11/26_10:17:03,R.S.,2024/11/26_10:21:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0189-I,,●,●,1,2024/11/25_16:11:36,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0190-O,,●,●,2,2024/11/26_10:17:04,R.S.,2024/11/26_10:21:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0190-I,,●,●,1,2024/11/25_16:11:38,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0191-O,,●,●,2,2024/11/26_10:17:05,R.S.,2024/11/26_10:21:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0191-I,,●,●,1,2024/11/25_16:11:40,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0192-O,,●,●,2,2024/11/26_10:17:06,R.S.,2024/11/26_10:21:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0192-I,,●,●,1,2024/11/25_16:11:41,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0193-O,,●,●,3,2024/11/26_10:17:12,R.S.,2024/11/26_10:21:09,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0193-I,,●,●,1,2024/11/25_16:11:43,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0194-I,,●,●,1,2024/11/25_16:11:44,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
1-14-04-A1-0195-I,,●,●,1,2024/11/25_16:11:46,R.S.,2024/11/25_16:20:07,,,,,,,,,,,,●,,,,,11:タイガーストライプ,114,タイガーストライプ,11:タイガーストライプ
