画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
2-14-02-A1-0118-O,,●,●,2,2025/01/07_11:23:01,R.S.,2025/01/07_11:28:19,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0119-O,,●,●,3,2025/01/07_12:46:53,M.S.,2025/01/07_13:01:05,,,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0120-O,,●,●,1,2024/12/03_15:44:07,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0121-O,,●,●,1,2024/12/03_15:44:22,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0122-O,,●,●,3,2025/01/07_11:23:21,R.S.,2025/01/07_11:28:19,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0125-O,,●,●,1,2024/12/03_15:45:35,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0125-I,,●,●,2,2024/12/04_12:54:37,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0126-O,,●,●,1,2024/12/03_15:45:39,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0126-I,,●,●,2,2024/12/04_12:54:41,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0127-O,,●,●,1,2024/12/03_15:45:52,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0128-O,,●,●,1,2024/12/03_15:45:56,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0129-O,,●,●,1,2024/12/03_15:46:01,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0130-O,,●,●,2,2025/01/07_11:24:01,R.S.,2025/01/07_11:28:19,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0131-O,,●,●,1,2024/12/03_15:46:17,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0132-O,,●,●,1,2024/12/03_15:46:21,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0133-O,,●,●,1,2024/12/03_15:46:40,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0133-I,,●,●,1,2024/12/04_09:21:08,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0134-O,,●,●,1,2024/12/03_15:46:43,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0134-I,,●,●,2,2024/12/09_14:30:43,M.S.,2024/12/09_16:17:10,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0135-O,,●,●,1,2024/12/03_15:46:47,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0136-O,,●,●,1,2024/12/03_15:46:56,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0137-I,,●,●,2,2024/12/04_12:55:43,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0138-I,,●,●,2,2024/12/04_12:55:45,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0139-O,,●,●,1,2024/12/03_15:48:00,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0139-I,,●,●,2,2024/12/04_12:55:49,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0140-O,,●,●,1,2024/12/03_15:48:05,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0140-I,,●,●,2,2024/12/04_12:55:53,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0141-O,,●,●,1,2024/12/03_15:48:41,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0141-I,,●,●,2,2024/12/04_12:55:58,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0142-O,,●,●,2,2024/12/09_13:14:51,M.S.,2024/12/09_14:08:14,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0142-I,,●,●,2,2024/12/04_12:56:01,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0143-O,,●,●,1,2024/12/03_15:48:48,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0143-I,,●,●,2,2024/12/04_12:56:10,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0144-O,,●,●,1,2024/12/03_15:48:51,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0144-I,,●,●,2,2024/12/04_12:56:14,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0145-O,,●,●,1,2024/12/03_15:49:04,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0145-I,,●,●,2,2024/12/04_12:56:19,M.S.,2024/12/04_13:51:32,,,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0146-O,,●,●,2,2024/12/09_13:16:03,M.S.,2024/12/09_14:08:14,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0146-I,,●,●,2,2024/12/04_12:56:36,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0147-O,,●,●,3,2025/01/07_11:24:54,R.S.,2025/01/07_11:28:19,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0148-O,,●,●,1,2024/12/03_15:49:19,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0149-O,,●,●,2,2024/12/03_15:50:31,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0149-I,,●,●,2,2024/12/09_14:32:56,M.S.,2024/12/09_16:17:10,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0150-O,,●,●,1,2024/12/03_15:51:11,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0150-I,,●,●,2,2024/12/04_13:26:17,M.S.,2024/12/04_13:51:32,,,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0151-I,,●,●,2,2024/12/04_13:27:43,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0152-I,,●,●,2,2024/12/04_13:27:48,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0153-O,,●,●,2,2024/12/09_13:21:07,M.S.,2024/12/09_14:08:14,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0153-I,,●,●,2,2024/12/04_13:27:54,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0154-O,,●,●,2,2025/01/07_11:25:17,R.S.,2025/01/07_11:28:19,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0154-I,,●,●,2,2024/12/04_12:57:11,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0155-O,,●,●,2,2024/12/09_13:21:16,M.S.,2024/12/09_14:08:14,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0155-I,,●,●,2,2024/12/04_12:57:15,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0156-O,,●,●,1,2024/12/03_15:52:19,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0156-I,,●,●,2,2024/12/04_12:57:21,M.S.,2024/12/04_13:51:32,,,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0157-O,,●,●,2,2025/01/07_11:25:24,R.S.,2025/01/07_11:28:19,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0157-I,,●,●,2,2024/12/04_12:57:29,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0158-O,,●,●,2,2025/01/07_12:49:01,M.S.,2025/01/07_13:01:05,,,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0158-I,,●,●,2,2024/12/04_13:28:14,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0159-I,,●,●,2,2024/12/04_12:57:39,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0160-O,,●,●,1,2024/12/03_15:53:02,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0161-O,,●,●,1,2024/12/03_15:53:05,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0162-O,,●,●,1,2024/12/03_15:53:12,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0163-O,,●,●,1,2024/12/03_15:53:15,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0164-O,,●,●,1,2024/12/03_15:53:25,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0166-I,,●,●,2,2024/12/04_13:29:09,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0168-I,,●,●,2,2024/12/04_13:29:21,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0169-O,,●,●,2,2024/12/09_13:28:34,M.S.,2024/12/09_14:08:14,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0169-I,,●,●,2,2024/12/04_12:58:25,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0170-O,,●,●,1,2024/12/03_15:55:58,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0170-I,,●,●,2,2024/12/04_12:58:28,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0171-O,,●,●,1,2024/12/03_15:56:29,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,●,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0171-I,,●,●,2,2024/12/04_12:58:30,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0172-O,,●,●,1,2024/12/03_15:56:36,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,●,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0172-I,,●,●,2,2024/12/04_12:58:34,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0173-O,,●,●,1,2024/12/03_15:56:56,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,●,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0173-I,,●,●,2,2024/12/04_12:58:39,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0175-O,,●,●,2,2025/01/07_11:26:21,R.S.,2025/01/07_11:28:19,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0176-O,,●,●,2,2025/01/07_11:26:26,R.S.,2025/01/07_11:28:19,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0176-I,,●,●,2,2024/12/09_14:39:50,M.S.,2024/12/09_16:17:10,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0179-O,,●,●,1,2024/12/03_15:59:28,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0181-I,,●,●,2,2024/12/04_13:32:43,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0182-O,,●,●,1,2024/12/03_16:00:31,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0182-I,,●,●,2,2024/12/04_13:32:46,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0183-O,,●,●,1,2024/12/03_16:00:42,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0183-I,,●,●,2,2024/12/04_12:59:30,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0184-O,,●,●,2,2025/01/07_11:27:07,R.S.,2025/01/07_11:28:19,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0184-I,,●,●,2,2024/12/04_12:59:37,M.S.,2024/12/04_13:51:32,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0185-I,,●,●,2,2024/12/04_12:59:41,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0186-O,,●,●,1,2024/12/03_16:03:20,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0186-I,,●,●,3,2024/12/09_14:45:47,M.S.,2024/12/09_16:17:10,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0187-O,,●,●,1,2024/12/03_16:03:25,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0187-I,,●,●,2,2024/12/04_13:33:39,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0188-O,,●,●,2,2024/12/09_13:36:07,M.S.,2024/12/09_14:08:14,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0188-I,,●,●,2,2024/12/04_13:33:45,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0189-O,,●,●,1,2024/12/03_16:03:33,M.S.,2024/12/03_16:24:06,,,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0190-O,,●,●,1,2024/12/03_16:03:39,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0191-O,,●,●,1,2024/12/03_16:03:46,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0192-O,,●,●,2,2024/12/09_13:37:16,M.S.,2024/12/09_14:08:14,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0193-O,,●,●,1,2024/12/03_16:04:54,M.S.,2024/12/03_16:24:06,,,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0194-O,,●,●,2,2024/12/09_13:42:35,M.S.,2024/12/09_14:08:14,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0194-I,,●,●,2,2024/12/04_13:00:35,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0195-O,,●,●,2,2024/12/09_13:42:40,M.S.,2024/12/09_14:08:14,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0195-I,,●,●,2,2024/12/04_13:00:41,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0196-O,,●,●,1,2024/12/03_16:05:13,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0196-I,,●,●,2,2024/12/04_13:00:44,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0197-O,,●,●,1,2024/12/03_16:05:21,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0198-O,,●,●,1,2024/12/03_16:05:26,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0199-O,,●,●,2,2024/12/03_16:05:42,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0200-O,,●,●,1,2024/12/03_16:05:38,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0200-I,,●,●,2,2024/12/04_13:35:42,M.S.,2024/12/04_13:51:32,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0202-O,,●,●,1,2024/12/03_16:06:07,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0203-O,,●,●,1,2024/12/03_16:06:37,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0203-I,,●,●,2,2024/12/09_14:46:52,M.S.,2024/12/09_16:17:10,,●,,,,,,,,,,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0204-O,,●,●,1,2024/12/03_16:06:42,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0205-O,,●,●,1,2024/12/03_16:06:48,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
2-14-02-A1-0206-O,,●,●,1,2024/12/03_16:06:53,M.S.,2024/12/03_16:24:06,,●,,,,,,,,,●,●,,,,,11:タイガーストライプ,214,タイガーストライプ,11:タイガーストライプ
