画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
2-00-02-E1-0439-O,,●,●,1,2024/11/29_16:39:57,M.S.,2024/11/29_17:01:04,,●,●,,,,,,,,,,,,,,2:擦り跡,200,正常,0:正常
2-01-01-A1-0399-O,,●,●,1,2024/12/02_10:58:00,M.S.,2024/12/02_11:04:43,,●,●,,,,,,,,,,,,,,2:擦り跡,201,正常,0:正常
2-01-01-E1-0250-O,,●,●,1,2024/12/02_12:43:27,M.S.,2024/12/06_16:52:30,,●,●,,,,,,,,,,,,,,2:擦り跡,201,正常,0:正常
2-01-01-E1-0251-O,,●,●,1,2024/12/02_12:43:30,M.S.,2024/12/06_16:52:30,,●,●,,,,,,,,,,,,,,2:擦り跡,201,正常,0:正常
2-01-01-E1-0262-I,,●,●,1,2024/12/02_13:14:26,M.S.,2024/12/06_16:52:30,,,●,,,,,,,,,,,,,,2:擦り跡,201,正常,0:正常
2-01-01-E1-0396-O,,●,●,1,2024/12/02_12:48:48,M.S.,2024/12/06_16:52:30,,●,●,,,,,,,,,,,,,,2:擦り跡,201,正常,0:正常
2-01-01-E1-0400-O,,●,●,2,2024/12/02_12:49:40,M.S.,2024/12/06_16:52:30,,●,●,,,,,,,,,,,,,,2:擦り跡,201,正常,0:正常
2-01-01-E1-0471-O,,●,●,1,2024/12/06_18:08:11,W.K.,2024/12/06_18:08:52,,,●,,,,,,,,,,,,,,2:擦り跡,201,正常,0:正常
2-01-01-E1-0472-O,,●,●,1,2024/12/02_12:56:46,M.S.,2024/12/06_16:52:30,,,●,,,,,●,,,,,,,,,2:擦り跡,201,正常,0:正常
2-01-02-E1-0270-I,,●,●,1,2024/12/03_10:16:56,R.S.,2024/12/03_10:20:29,,●,●,,,,,,,,,,,,,,2:擦り跡,201,正常,0:正常
2-02-01-E1-0090-O,,●,●,2,2024/12/02_15:15:44,M.S.,2024/12/02_15:29:34,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0121-O,,●,●,2,2024/12/02_15:17:00,M.S.,2024/12/02_15:29:34,,●,●,,,,,,,,,,,,,シリアルコード,2:擦り跡,202,正常,0:正常
2-02-01-E1-0127-O,,●,●,2,2024/12/02_15:17:09,M.S.,2024/12/02_15:29:34,,●,●,,,,,,,,,,●,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0128-O,,●,●,2,2024/12/02_15:17:11,M.S.,2024/12/02_15:29:34,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0129-O,,●,●,2,2024/12/02_15:17:14,M.S.,2024/12/02_15:29:34,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0167-O,,●,●,2,2024/12/02_15:19:29,M.S.,2024/12/02_15:29:34,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0325-O,,●,●,2,2024/12/02_15:24:08,M.S.,2024/12/02_15:29:34,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0388-O,,●,●,2,2024/12/02_15:27:50,M.S.,2024/12/02_15:29:34,,●,●,,,,,●,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0389-O,,●,●,2,2024/12/02_15:27:55,M.S.,2024/12/02_15:29:34,,,●,,,,,●,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0390-O,,●,●,2,2024/12/02_15:28:00,M.S.,2024/12/02_15:29:34,,●,●,,,,,●,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0390-I,,●,●,1,2024/12/02_16:15:24,M.S.,2024/12/02_16:17:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0391-O,,●,●,2,2024/12/02_15:28:05,M.S.,2024/12/02_15:29:34,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0391-I,,●,●,1,2024/12/02_16:15:26,M.S.,2024/12/02_16:17:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0392-I,,●,●,1,2024/12/02_16:15:29,M.S.,2024/12/02_16:17:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0393-I,,●,●,1,2024/12/02_16:15:31,M.S.,2024/12/02_16:17:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0394-I,,●,●,1,2024/12/02_16:15:35,M.S.,2024/12/02_16:17:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0395-I,,●,●,1,2024/12/02_16:15:39,M.S.,2024/12/02_16:17:09,,,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0398-O,,●,●,2,2024/12/02_15:28:35,M.S.,2024/12/02_15:29:34,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-01-E1-0410-I,,●,●,1,2024/12/02_16:16:19,M.S.,2024/12/02_16:17:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0138-O,,●,●,2,2024/12/03_09:58:35,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0168-O,,●,●,1,2024/12/03_09:30:37,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0169-O,,●,●,1,2024/12/03_09:30:39,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0170-O,,●,●,2,2024/12/03_09:30:47,M.S.,2024/12/03_10:11:26,,●,●,,,,●,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0171-O,,●,●,1,2024/12/03_09:30:50,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0172-O,,●,●,1,2024/12/03_09:30:53,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0173-O,,●,●,1,2024/12/03_09:30:56,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0173-I,,●,●,1,2024/12/03_10:18:00,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0174-I,,●,●,1,2024/12/03_10:18:03,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0175-I,,●,●,1,2024/12/03_10:18:05,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0176-I,,●,●,1,2024/12/03_10:18:07,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0177-I,,●,●,1,2024/12/03_10:18:10,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0178-I,,●,●,1,2024/12/03_10:18:13,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0179-O,,●,●,1,2024/12/03_09:32:24,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,シリアルコード,2:擦り跡,202,正常,0:正常
2-02-02-E1-0179-I,,●,●,1,2024/12/03_10:18:27,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0180-I,,●,●,1,2024/12/03_10:18:31,M.S.,2024/12/03_10:40:09,,,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0181-I,,●,●,1,2024/12/03_10:18:33,M.S.,2024/12/03_10:40:09,,,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0190-O,,●,●,1,2024/12/03_09:33:08,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0191-O,,●,●,1,2024/12/03_09:33:11,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0192-O,,●,●,2,2024/12/03_09:33:20,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0193-O,,●,●,1,2024/12/03_09:33:23,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0194-I,,●,●,1,2024/12/03_10:19:10,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0200-O,,●,●,1,2024/12/03_09:33:49,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0201-O,,●,●,1,2024/12/03_09:33:52,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0202-O,,●,●,1,2024/12/03_09:33:54,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0212-I,,●,●,1,2024/12/03_10:22:07,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0234-I,,●,●,1,2024/12/03_10:23:11,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0235-I,,●,●,1,2024/12/03_10:23:13,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0243-O,,●,●,2,2024/12/03_09:37:41,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0244-O,,●,●,1,2024/12/03_09:37:32,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0366-I,,●,●,1,2024/12/03_10:25:59,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0367-I,,●,●,1,2024/12/03_10:26:01,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0368-O,,●,●,1,2024/12/03_09:37:53,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0369-O,,●,●,1,2024/12/03_09:37:56,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0377-O,,●,●,1,2024/12/03_09:38:36,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0378-O,,●,●,1,2024/12/03_09:38:39,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0379-O,,●,●,1,2024/12/03_09:38:41,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0393-O,,●,●,1,2024/12/03_09:39:12,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0394-O,,●,●,1,2024/12/03_09:39:15,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0395-O,,●,●,1,2024/12/03_09:39:17,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0402-O,,●,●,1,2024/12/03_09:40:20,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0402-I,,●,●,1,2024/12/03_10:27:36,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0418-I,,●,●,2,2024/12/03_10:37:04,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0419-I,,●,●,1,2024/12/03_10:36:59,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0430-O,,●,●,1,2024/12/03_09:42:01,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0430-I,,●,●,1,2024/12/03_10:37:40,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0431-O,,●,●,1,2024/12/03_09:42:04,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0440-I,,●,●,1,2024/12/03_10:38:03,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0441-I,,●,●,1,2024/12/03_10:38:06,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0446-O,,●,●,1,2024/12/03_09:42:47,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0447-I,,●,●,1,2024/12/03_10:38:21,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0450-I,,●,●,1,2024/12/03_10:38:28,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0460-O,,●,●,1,2024/12/03_09:45:17,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0467-I,,●,●,1,2024/12/03_10:39:26,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0468-I,,●,●,1,2024/12/03_10:39:29,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0469-I,,●,●,1,2024/12/03_10:39:31,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0470-I,,●,●,1,2024/12/03_10:39:34,M.S.,2024/12/03_10:40:09,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0472-O,,●,●,1,2024/12/03_09:45:59,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0473-O,,●,●,1,2024/12/03_09:46:01,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0474-O,,●,●,1,2024/12/03_09:46:04,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0475-O,,●,●,1,2024/12/03_09:46:06,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
2-02-02-E1-0476-O,,●,●,1,2024/12/03_09:46:09,M.S.,2024/12/03_10:11:26,,●,●,,,,,,,,,,,,,,2:擦り跡,202,正常,0:正常
