画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
2-00-01-C1-0014,,●,●,1,2024/12/02_09:27:51,R.S.,2024/12/02_09:28:14,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-C1-0015,,●,●,1,2024/12/02_09:27:55,R.S.,2024/12/02_09:28:14,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0002-I,,●,●,2,2024/12/16_11:14:27,M.S.,2024/12/16_12:55:57,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0003-I,,●,●,1,2024/12/02_09:45:16,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0141-I,,●,●,1,2024/12/02_09:46:06,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0146-I,,●,●,1,2024/12/02_09:46:21,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0147-I,,●,●,1,2024/12/02_09:46:23,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0153-I,,●,●,1,2024/12/02_09:46:39,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0155-I,,●,●,1,2024/12/02_09:46:45,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0156-I,,●,●,1,2024/12/02_09:46:47,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0170-I,,●,●,1,2024/12/02_09:47:18,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0174-I,,●,●,1,2024/12/02_09:47:26,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0175-I,,●,●,1,2024/12/02_09:47:28,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0184-I,,●,●,1,2024/12/02_09:48:52,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0185-I,,●,●,1,2024/12/02_09:49:53,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0191-I,,●,●,1,2024/12/02_09:54:16,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0195-I,,●,●,1,2024/12/02_09:54:38,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0196-I,,●,●,1,2024/12/02_09:54:41,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0197-I,,●,●,1,2024/12/02_09:54:43,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0198-I,,●,●,1,2024/12/02_09:54:45,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0202-I,,●,●,2,2024/12/16_11:21:33,M.S.,2024/12/16_12:55:57,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0203-I,,●,●,1,2024/12/02_09:54:56,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0204-I,,●,●,1,2024/12/02_09:54:57,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0205-I,,●,●,1,2024/12/02_09:54:59,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0206-I,,●,●,1,2024/12/02_09:55:01,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0207-I,,●,●,1,2024/12/02_09:55:03,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0208-I,,●,●,1,2024/12/02_09:55:05,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0209-I,,●,●,1,2024/12/02_09:55:07,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0210-I,,●,●,1,2024/12/02_09:55:08,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0211-I,,●,●,1,2024/12/02_09:55:10,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0212-I,,●,●,1,2024/12/02_09:55:13,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0213-I,,●,●,1,2024/12/02_09:55:15,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0214-I,,●,●,1,2024/12/02_09:55:17,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0215-I,,●,●,1,2024/12/02_09:55:19,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0216-I,,●,●,1,2024/12/02_09:55:21,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0217-I,,●,●,1,2024/12/02_09:55:23,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0218-I,,●,●,1,2024/12/02_09:55:24,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0219-I,,●,●,1,2024/12/02_09:55:26,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0220-I,,●,●,1,2024/12/02_09:55:28,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0221-I,,●,●,1,2024/12/02_09:55:29,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0222-I,,●,●,1,2024/12/02_09:55:31,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0223-I,,●,●,1,2024/12/02_09:55:32,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0224-I,,●,●,1,2024/12/02_09:55:34,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0225-I,,●,●,1,2024/12/02_09:55:36,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0226-I,,●,●,1,2024/12/02_09:55:38,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0227-I,,●,●,1,2024/12/02_09:55:41,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0229-I,,●,●,1,2024/12/02_09:55:48,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0230-I,,●,●,1,2024/12/02_09:55:50,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0231-I,,●,●,1,2024/12/02_09:55:53,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0232-I,,●,●,1,2024/12/02_09:55:55,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0235-I,,●,●,1,2024/12/02_09:56:02,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0236-I,,●,●,1,2024/12/02_09:56:05,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0239-I,,●,●,1,2024/12/02_09:56:11,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0240-I,,●,●,1,2024/12/02_09:56:13,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0241-I,,●,●,1,2024/12/02_09:56:16,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0242-I,,●,●,1,2024/12/02_09:56:31,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0243-I,,●,●,1,2024/12/02_09:56:34,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0244-I,,●,●,1,2024/12/02_09:56:36,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0245-I,,●,●,1,2024/12/02_09:56:38,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0246-I,,●,●,1,2024/12/02_09:56:40,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0249-I,,●,●,1,2024/12/02_09:56:47,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0250-I,,●,●,1,2024/12/02_09:56:50,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0252-I,,●,●,1,2024/12/02_09:56:55,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0254-I,,●,●,1,2024/12/02_09:57:01,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0255-I,,●,●,1,2024/12/02_09:57:04,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0256-I,,●,●,1,2024/12/02_09:57:06,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0257-I,,●,●,1,2024/12/02_09:57:09,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0258-I,,●,●,1,2024/12/02_09:57:11,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0259-I,,●,●,1,2024/12/02_09:57:13,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0383-I,,●,●,1,2024/12/02_09:57:20,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0394-I,,●,●,2,2024/12/16_12:37:44,M.S.,2024/12/16_12:55:57,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0401-I,,●,●,1,2024/12/02_09:59:27,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0402-I,,●,●,1,2024/12/02_09:59:29,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0403-I,,●,●,1,2024/12/02_09:59:31,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0407-I,,●,●,1,2024/12/02_09:59:42,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0408-I,,●,●,1,2024/12/02_09:59:44,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0411-I,,●,●,1,2024/12/02_09:59:50,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0412-I,,●,●,1,2024/12/02_09:59:52,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0419-I,,●,●,2,2024/12/02_10:00:09,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0420-I,,●,●,1,2024/12/02_10:00:04,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0421-I,,●,●,1,2024/12/02_10:00:14,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0425-I,,●,●,1,2024/12/02_10:00:22,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0432-I,,●,●,1,2024/12/02_10:00:35,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0433-I,,●,●,1,2024/12/02_10:00:38,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0435-I,,●,●,1,2024/12/02_10:00:43,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0436-I,,●,●,1,2024/12/02_10:00:45,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0437-I,,●,●,1,2024/12/02_10:00:47,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0438-I,,●,●,1,2024/12/02_10:00:51,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0439-I,,●,●,1,2024/12/02_10:00:53,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0440-I,,●,●,1,2024/12/02_10:00:55,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0441-I,,●,●,1,2024/12/02_10:00:57,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0442-I,,●,●,1,2024/12/02_10:00:59,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0443-I,,●,●,1,2024/12/02_10:01:01,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0444-I,,●,●,1,2024/12/02_10:01:03,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0445-I,,●,●,1,2024/12/02_10:01:05,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0446-I,,●,●,1,2024/12/02_10:01:08,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0447-I,,●,●,1,2024/12/02_10:01:09,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0448-I,,●,●,1,2024/12/02_10:01:11,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0449-I,,●,●,1,2024/12/02_10:01:13,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0450-I,,●,●,1,2024/12/02_10:01:15,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0451-I,,●,●,1,2024/12/02_10:01:17,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0473-I,,●,●,1,2024/12/02_10:02:05,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0474-I,,●,●,1,2024/12/02_10:02:07,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-01-E1-0475-I,,●,●,1,2024/12/02_10:02:11,M.S.,2024/12/02_10:02:35,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-A1-0010-I,,●,●,1,2024/12/02_09:51:42,R.S.,2024/12/02_10:12:27,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-A1-0163-O,,●,●,1,2024/11/29_15:25:45,M.S.,2024/11/29_16:12:49,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-A1-0164-O,,●,●,1,2024/11/29_15:25:49,M.S.,2024/11/29_16:12:49,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-A1-0374-I,,●,●,1,2024/12/02_10:06:38,R.S.,2024/12/02_10:12:27,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-A1-0382-I,,●,●,1,2024/12/02_10:07:10,R.S.,2024/12/02_10:12:27,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-A1-0384-I,,●,●,1,2024/12/02_10:07:17,R.S.,2024/12/02_10:12:27,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-A1-0442-O,,●,●,1,2024/11/29_16:10:45,M.S.,2024/11/29_16:12:49,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0000-I,,●,●,1,2024/12/02_10:19:23,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0002-I,,●,●,1,2024/12/02_10:19:29,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0003-I,,●,●,1,2024/12/02_10:19:31,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0005-I,,●,●,1,2024/12/02_10:19:33,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0009-I,,●,●,1,2024/12/02_10:19:40,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0010-I,,●,●,1,2024/12/02_10:19:42,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0135-I,,●,●,1,2024/12/02_10:19:46,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0136-I,,●,●,1,2024/12/02_10:19:48,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0140-I,,●,●,1,2024/12/02_10:19:52,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0141-I,,●,●,1,2024/12/02_10:19:54,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0142-I,,●,●,1,2024/12/02_10:19:55,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0144-I,,●,●,1,2024/12/02_10:19:59,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0147-I,,●,●,2,2024/12/02_10:20:10,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0149-I,,●,●,1,2024/12/02_10:20:19,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0150-I,,●,●,1,2024/12/02_10:20:20,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0157-I,,●,●,1,2024/12/02_10:20:31,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0163-I,,●,●,1,2024/12/02_10:20:42,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0164-I,,●,●,1,2024/12/02_10:20:44,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0165-I,,●,●,1,2024/12/02_10:20:45,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0166-I,,●,●,1,2024/12/02_10:20:46,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
2-00-02-E1-0169-I,,●,●,1,2024/12/02_10:20:51,R.S.,2024/12/02_10:31:37,,●,,,,,,,,,,,,,,,1:汚れ,200,正常,0:正常
