画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
2-00-01-A1-0008-I,,●,●,1,2024/11/29_17:10:44,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0009-O,,●,●,1,2024/11/29_11:08:06,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0009-I,,●,●,1,2024/11/29_17:10:48,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0010-O,,●,●,1,2024/11/29_11:08:08,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0010-I,,●,●,1,2024/11/29_17:10:55,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0011-O,,●,●,1,2024/11/29_11:08:12,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0011-I,,●,●,1,2024/11/29_17:11:00,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0012-O,,●,●,1,2024/11/29_11:08:23,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0012-I,,●,●,1,2024/11/29_17:11:34,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0013-O,,●,●,1,2024/11/29_11:10:12,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0013-I,,●,●,1,2024/11/29_17:11:50,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0014-O,,●,●,1,2024/11/29_11:10:14,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0014-I,,●,●,1,2024/11/29_17:12:09,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0015-O,,●,●,1,2024/11/29_11:10:16,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0015-I,,●,●,1,2024/11/29_17:12:11,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0016-O,,●,●,1,2024/11/29_11:10:19,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0016-I,,●,●,1,2024/11/29_17:12:15,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0017-O,,●,●,1,2024/11/29_11:10:21,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0017-I,,●,●,1,2024/11/29_17:12:17,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0018-O,,●,●,1,2024/11/29_11:10:23,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0018-I,,●,●,1,2024/11/29_17:12:23,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0019-O,,●,●,1,2024/11/29_11:10:26,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0019-I,,●,●,1,2024/11/29_17:12:28,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0141-O,,●,●,1,2024/11/29_11:10:29,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0141-I,,●,●,1,2024/11/29_17:12:32,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0142-O,,●,●,1,2024/11/29_11:10:31,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0142-I,,●,●,1,2024/11/29_17:12:36,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0143-O,,●,●,1,2024/11/29_11:10:33,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0143-I,,●,●,1,2024/11/29_17:12:44,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0144-O,,●,●,1,2024/11/29_11:13:45,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0144-I,,●,●,1,2024/11/29_17:12:47,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0145-O,,●,●,1,2024/11/29_11:13:48,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0145-I,,●,●,1,2024/11/29_17:12:50,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0146-O,,●,●,1,2024/11/29_11:13:52,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0146-I,,●,●,1,2024/11/29_17:12:53,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0147-I,,●,●,1,2024/11/29_17:14:22,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0148-O,,●,●,1,2024/11/29_11:13:55,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0148-I,,●,●,1,2024/11/29_17:14:25,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0149-O,,●,●,1,2024/11/29_11:13:57,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0149-I,,●,●,1,2024/11/29_17:14:28,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0150-O,,●,●,1,2024/11/29_11:14:00,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0150-I,,●,●,1,2024/11/29_17:14:34,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0151-O,,●,●,1,2024/11/29_11:14:02,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0151-I,,●,●,1,2024/11/29_17:14:37,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0152-O,,●,●,1,2024/11/29_11:14:03,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0152-I,,●,●,1,2024/11/29_17:14:39,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0153-O,,●,●,1,2024/11/29_11:14:05,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0153-I,,●,●,1,2024/11/29_17:14:43,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0154-O,,●,●,1,2024/11/29_11:14:07,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0154-I,,●,●,1,2024/11/29_17:14:46,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0155-O,,●,●,1,2024/11/29_11:14:08,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0155-I,,●,●,1,2024/11/29_17:14:49,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0156-O,,●,●,1,2024/11/29_11:14:09,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0156-I,,●,●,1,2024/11/29_17:14:52,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0157-O,,●,●,1,2024/11/29_11:14:11,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0157-I,,●,●,1,2024/11/29_17:14:54,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0158-O,,●,●,1,2024/11/29_11:14:13,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0158-I,,●,●,1,2024/11/29_17:15:41,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0159-O,,●,●,1,2024/11/29_11:14:15,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0159-I,,●,●,1,2024/11/29_17:16:33,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0160-O,,●,●,1,2024/11/29_11:14:17,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0160-I,,●,●,1,2024/11/29_17:16:37,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0161-I,,●,●,1,2024/11/29_17:16:40,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0162-O,,●,●,1,2024/11/29_11:14:21,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0162-I,,●,●,1,2024/11/29_17:16:42,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0163-O,,●,●,1,2024/11/29_11:14:24,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0163-I,,●,●,1,2024/11/29_17:16:46,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0164-O,,●,●,1,2024/11/29_11:14:27,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0164-I,,●,●,1,2024/11/29_17:16:48,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0165-O,,●,●,1,2024/11/29_11:14:29,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0165-I,,●,●,1,2024/11/29_17:16:51,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0166-O,,●,●,1,2024/11/29_11:14:31,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0166-I,,●,●,1,2024/11/29_17:16:54,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0167-O,,●,●,1,2024/11/29_11:14:34,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0167-I,,●,●,1,2024/11/29_17:16:56,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0168-O,,●,●,1,2024/11/29_11:14:36,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0168-I,,●,●,1,2024/11/29_17:17:24,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0169-O,,●,●,1,2024/11/29_11:14:38,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0169-I,,●,●,1,2024/11/29_17:17:27,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0170-O,,●,●,1,2024/11/29_11:14:40,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0170-I,,●,●,1,2024/11/29_17:17:30,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0171-O,,●,●,1,2024/11/29_11:14:43,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0171-I,,●,●,1,2024/11/29_17:17:32,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0172-O,,●,●,1,2024/11/29_11:14:45,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0172-I,,●,●,1,2024/11/29_17:22:29,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0173-O,,●,●,1,2024/11/29_11:14:50,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0173-I,,●,●,1,2024/11/29_17:22:32,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0174-O,,●,●,1,2024/11/29_11:14:52,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0174-I,,●,●,1,2024/11/29_17:22:34,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0175-O,,●,●,1,2024/11/29_11:14:57,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0175-I,,●,●,1,2024/11/29_17:22:37,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0176-O,,●,●,1,2024/11/29_11:14:59,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0176-I,,●,●,1,2024/11/29_17:22:39,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0177-O,,●,●,1,2024/11/29_11:15:00,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0177-I,,●,●,1,2024/11/29_17:22:41,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0178-O,,●,●,1,2024/11/29_11:15:02,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0178-I,,●,●,1,2024/11/29_17:22:42,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0179-O,,●,●,1,2024/11/29_11:15:05,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0179-I,,●,●,1,2024/11/29_17:22:44,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0180-O,,●,●,1,2024/11/29_11:15:07,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0180-I,,●,●,1,2024/11/29_17:22:47,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0181-O,,●,●,1,2024/11/29_11:15:09,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0181-I,,●,●,1,2024/11/29_17:22:49,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0182-I,,●,●,1,2024/11/29_17:22:52,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0183-I,,●,●,1,2024/11/29_17:22:54,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0184-O,,●,●,1,2024/11/29_11:15:26,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0184-I,,●,●,1,2024/11/29_17:22:57,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0185-O,,●,●,1,2024/11/29_11:15:32,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0185-I,,●,●,1,2024/11/29_17:22:59,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0186-O,,●,●,1,2024/11/29_11:15:37,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0186-I,,●,●,1,2024/11/29_17:23:03,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0187-O,,●,●,1,2024/11/29_11:15:39,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0187-I,,●,●,1,2024/11/29_17:23:06,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0188-O,,●,●,1,2024/11/29_11:15:41,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0188-I,,●,●,1,2024/11/29_17:23:11,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0189-O,,●,●,1,2024/11/29_11:15:42,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0189-I,,●,●,1,2024/11/29_17:23:23,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0190-O,,●,●,1,2024/11/29_11:15:44,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0190-I,,●,●,1,2024/11/29_17:23:36,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0191-O,,●,●,1,2024/11/29_11:15:46,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0191-I,,●,●,1,2024/11/29_17:23:39,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0192-O,,●,●,1,2024/11/29_11:15:48,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0192-I,,●,●,1,2024/11/29_17:23:44,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0193-O,,●,●,1,2024/11/29_11:15:50,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0193-I,,●,●,1,2024/11/29_17:23:47,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0194-O,,●,●,1,2024/11/29_11:15:52,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0194-I,,●,●,1,2024/11/29_17:23:50,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0195-O,,●,●,1,2024/11/29_11:15:54,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0195-I,,●,●,1,2024/11/29_17:23:55,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0196-O,,●,●,1,2024/11/29_11:15:56,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0196-I,,●,●,1,2024/11/29_17:23:58,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0197-O,,●,●,1,2024/11/29_11:15:58,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0197-I,,●,●,1,2024/11/29_17:24:01,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0198-O,,●,●,1,2024/11/29_11:16:00,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0198-I,,●,●,1,2024/11/29_17:24:03,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0199-O,,●,●,1,2024/11/29_11:16:07,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0199-I,,●,●,1,2024/11/29_17:24:05,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0200-O,,●,●,1,2024/11/29_11:16:13,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,●,,,,0:正常,200,正常,0:正常
2-00-01-A1-0200-I,,●,●,1,2024/11/29_17:24:07,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0201-I,,●,●,1,2024/11/29_17:24:09,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0202-O,,●,●,1,2024/11/29_11:16:24,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,●,,,,0:正常,200,正常,0:正常
2-00-01-A1-0202-I,,●,●,1,2024/11/29_17:24:16,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0203-O,,●,●,1,2024/11/29_11:16:32,M.S.,2024/11/29_14:29:20,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
2-00-01-A1-0203-I,,●,●,1,2024/11/29_17:24:19,M.S.,2024/11/29_17:27:14,●,,,,,,,,,,,,,,,,0:正常,200,正常,0:正常
