画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
2-02-01-A1-0170-I,,●,●,2,2024/12/06_16:40:43,W.K.,2024/12/06_17:00:58,,,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-01-A1-0171-I,,●,●,2,2024/12/06_16:40:46,W.K.,2024/12/06_17:00:58,,,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-01-A1-0177-O,,●,●,2,2024/12/06_16:38:52,W.K.,2024/12/06_17:00:58,,,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-01-A1-0307-I,,●,●,1,2024/12/02_14:28:29,M.S.,2024/12/02_14:40:01,,,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-01-A1-0308-I,,●,●,1,2024/12/02_14:28:33,M.S.,2024/12/02_14:40:01,,●,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0149-I,,●,●,1,2024/12/02_16:59:00,M.S.,2024/12/02_17:25:17,,,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0150-I,,●,●,1,2024/12/02_16:59:04,M.S.,2024/12/02_17:25:17,,●,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0151-I,,●,●,1,2024/12/02_16:59:09,M.S.,2024/12/02_17:25:17,,●,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0164-I,,●,●,1,2024/12/02_17:01:38,M.S.,2024/12/02_17:25:17,,,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0166-I,,●,●,1,2024/12/02_17:01:45,M.S.,2024/12/02_17:25:17,,●,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0212-I,,●,●,1,2024/12/02_17:06:53,M.S.,2024/12/02_17:25:17,,●,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0213-I,,●,●,1,2024/12/02_17:06:55,M.S.,2024/12/02_17:25:17,,,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0220-I,,●,●,1,2024/12/02_17:07:23,M.S.,2024/12/02_17:25:17,,●,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0411-I,,●,●,1,2024/12/02_17:21:19,M.S.,2024/12/02_17:25:17,,●,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-02-02-A1-0461-I,,●,●,2,2024/12/06_16:47:30,W.K.,2024/12/06_17:00:58,,,,,,,,,,,●,,,,,,10:コメット,202,正常,0:正常
2-09-01-A1-0033-I,,●,●,1,2024/12/03_11:26:45,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0035-I,,●,●,1,2024/12/03_11:27:24,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0046-I,,●,●,2,2024/12/26_16:08:53,M.S.,2024/12/26_17:29:39,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0047-I,,●,●,3,2024/12/26_16:09:02,M.S.,2024/12/26_17:29:39,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0048-I,,●,●,2,2024/12/26_16:09:07,M.S.,2024/12/26_17:29:39,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0063-I,,●,●,1,2024/12/03_11:29:23,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0064-I,,●,●,1,2024/12/03_11:29:26,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0072-I,,●,●,1,2024/12/03_12:32:13,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0073-I,,●,●,1,2024/12/03_12:32:16,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0076-O,,●,●,2,2024/12/17_13:00:45,M.S.,2024/12/17_13:14:26,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0080-O,,●,●,2,2024/12/17_13:00:51,M.S.,2024/12/17_13:14:26,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0081-O,,●,●,2,2024/12/17_13:00:54,M.S.,2024/12/17_13:14:26,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0097-O,,●,●,2,2025/01/06_15:18:55,M.S.,2025/01/06_15:43:13,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0098-O,,●,●,2,2025/01/06_15:18:58,M.S.,2025/01/06_15:43:13,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0099-O,,●,●,2,2025/01/06_15:19:00,M.S.,2025/01/06_15:43:13,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0102-I,,●,●,2,2024/12/03_12:34:05,M.S.,2024/12/03_12:52:07,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0103-I,,●,●,1,2024/12/03_12:34:07,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0107-I,,●,●,1,2024/12/03_12:34:40,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0108-I,,●,●,1,2024/12/03_12:34:47,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0109-I,,●,●,1,2024/12/03_12:34:50,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0110-I,,●,●,1,2024/12/03_12:34:53,M.S.,2024/12/03_12:52:07,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0112-I,,●,●,1,2024/12/03_12:35:20,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0113-I,,●,●,1,2024/12/03_12:35:24,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0132-I,,●,●,1,2024/12/03_12:36:16,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0134-I,,●,●,1,2024/12/03_12:37:18,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0143-O,,●,●,3,2024/12/26_15:04:50,M.S.,2024/12/26_15:20:07,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0146-I,,●,●,1,2024/12/03_12:37:59,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0147-I,,●,●,1,2024/12/03_12:38:01,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0148-I,,●,●,1,2024/12/03_12:38:04,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0149-I,,●,●,1,2024/12/03_12:38:06,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0150-I,,●,●,1,2024/12/03_12:38:08,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0151-I,,●,●,1,2024/12/03_12:38:10,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0276-O,,●,●,2,2025/01/06_15:22:33,M.S.,2025/01/06_15:43:13,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0277-O,,●,●,2,2024/12/17_13:02:46,M.S.,2024/12/17_13:14:26,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0280-I,,●,●,2,2025/01/06_16:12:00,M.S.,2025/01/06_16:19:28,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0283-I,,●,●,1,2024/12/03_12:38:58,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0286-O,,●,●,2,2025/01/06_15:23:12,M.S.,2025/01/06_15:43:13,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0292-O,,●,●,2,2025/01/06_15:23:33,M.S.,2025/01/06_15:43:13,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0299-I,,●,●,1,2024/12/03_12:39:54,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0300-I,,●,●,1,2024/12/03_12:39:56,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0304-O,,●,●,2,2024/12/17_13:06:51,M.S.,2024/12/17_13:14:26,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0307-O,,●,●,2,2024/12/16_17:24:13,M.S.,2024/12/16_17:26:03,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0308-O,,●,●,2,2024/12/16_17:24:16,M.S.,2024/12/16_17:26:03,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0312-O,,●,●,2,2024/12/16_17:24:24,M.S.,2024/12/16_17:26:03,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0318-I,,●,●,1,2024/12/03_12:41:33,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0322-I,,●,●,2,2025/01/06_16:18:04,M.S.,2025/01/06_16:19:28,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0324-O,,●,●,2,2024/12/16_17:24:40,M.S.,2024/12/16_17:26:03,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0344-O,,●,●,2,2024/12/16_17:25:01,M.S.,2024/12/16_17:26:03,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0345-O,,●,●,2,2024/12/16_17:25:03,M.S.,2024/12/16_17:26:03,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0348-I,,●,●,1,2024/12/03_12:49:30,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0349-I,,●,●,1,2024/12/03_12:49:31,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0356-O,,●,●,2,2024/12/16_17:25:17,M.S.,2024/12/16_17:26:03,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0357-O,,●,●,2,2024/12/16_17:25:20,M.S.,2024/12/16_17:26:03,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0361-I,,●,●,1,2024/12/03_12:50:45,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-01-A1-0362-I,,●,●,1,2024/12/03_12:50:48,M.S.,2024/12/03_12:52:07,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0049-I,,●,●,1,2024/12/03_13:54:33,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0060-O,,●,●,1,2024/12/03_12:59:26,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0060-I,,●,●,2,2025/01/06_14:26:32,M.S.,2025/01/06_15:14:17,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0061-O,,●,●,1,2024/12/03_12:59:30,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0065-O,,●,●,1,2024/12/03_12:59:41,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0066-I,,●,●,2,2025/01/06_14:27:00,M.S.,2025/01/06_15:14:17,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0069-O,,●,●,1,2024/12/03_12:59:57,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0070-O,,●,●,1,2024/12/03_13:00:00,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0070-I,,●,●,1,2024/12/03_13:56:19,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0071-O,,●,●,1,2024/12/03_13:00:03,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0073-O,,●,●,1,2024/12/03_13:00:10,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0075-I,,●,●,1,2024/12/03_13:56:52,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0076-I,,●,●,1,2024/12/03_13:56:55,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0080-O,,●,●,1,2024/12/03_13:00:37,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0081-O,,●,●,1,2024/12/03_13:00:40,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0082-O,,●,●,1,2024/12/03_13:00:42,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0083-O,,●,●,1,2024/12/03_13:00:46,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0083-I,,●,●,1,2024/12/03_13:57:47,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0084-I,,●,●,1,2024/12/03_13:57:49,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0085-I,,●,●,1,2024/12/03_13:57:51,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0086-I,,●,●,1,2024/12/03_13:57:56,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0087-O,,●,●,1,2024/12/03_13:01:14,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0088-O,,●,●,1,2024/12/03_13:01:19,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0089-O,,●,●,1,2024/12/03_13:01:22,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0092-O,,●,●,1,2024/12/03_13:01:34,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0094-O,,●,●,1,2024/12/03_13:01:41,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0097-O,,●,●,1,2024/12/03_13:02:01,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0099-O,,●,●,2,2025/01/06_13:58:46,M.S.,2025/01/06_14:19:28,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0100-O,,●,●,1,2024/12/03_13:02:43,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0101-O,,●,●,1,2024/12/03_13:02:48,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0122-I,,●,●,2,2025/01/06_14:29:39,M.S.,2025/01/06_15:14:17,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0132-I,,●,●,2,2025/01/06_14:30:03,M.S.,2025/01/06_15:14:17,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0133-O,,●,●,2,2025/01/06_14:01:45,M.S.,2025/01/06_14:19:28,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0138-I,,●,●,2,2025/01/06_14:30:15,M.S.,2025/01/06_15:14:17,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0149-O,,●,●,1,2024/12/03_13:13:04,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0156-O,,●,●,2,2025/01/06_14:07:11,M.S.,2025/01/06_14:19:28,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0162-I,,●,●,2,2025/01/06_14:54:07,M.S.,2025/01/06_15:14:17,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0289-I,,●,●,2,2025/01/06_14:54:16,M.S.,2025/01/06_15:14:17,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0290-I,,●,●,1,2024/12/03_14:05:44,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0291-I,,●,●,1,2024/12/03_14:05:47,M.S.,2024/12/03_14:17:15,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0303-O,,●,●,1,2024/12/03_13:21:49,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0309-O,,●,●,1,2024/12/03_13:22:48,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0311-O,,●,●,1,2024/12/03_13:23:21,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0312-O,,●,●,1,2024/12/03_13:24:14,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0313-O,,●,●,1,2024/12/03_13:24:19,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0314-O,,●,●,1,2024/12/03_13:24:58,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0315-O,,●,●,1,2024/12/03_13:25:03,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0316-O,,●,●,1,2024/12/03_13:25:14,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0317-O,,●,●,1,2024/12/03_13:25:16,M.S.,2024/12/03_13:50:29,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0319-O,,●,●,1,2024/12/03_13:28:26,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0321-O,,●,●,1,2024/12/03_13:30:51,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0322-O,,●,●,1,2024/12/03_13:33:22,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0323-O,,●,●,1,2024/12/03_13:33:25,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0324-O,,●,●,1,2024/12/03_13:34:52,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0329-I,,●,●,2,2025/01/06_14:55:17,M.S.,2025/01/06_15:14:17,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0330-I,,●,●,1,2024/12/03_14:10:02,M.S.,2024/12/03_14:17:15,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0336-O,,●,●,1,2024/12/03_13:39:15,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0337-O,,●,●,1,2024/12/03_13:51:08,M.S.,2024/12/03_13:51:16,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0338-O,,●,●,2,2025/01/06_14:14:26,M.S.,2025/01/06_14:19:28,,,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0339-O,,●,●,1,2024/12/03_13:40:41,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0341-O,,●,●,1,2024/12/03_13:40:53,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0355-I,,●,●,2,2025/01/06_14:58:53,M.S.,2025/01/06_15:14:17,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0356-I,,●,●,1,2024/12/03_14:12:35,M.S.,2024/12/03_14:17:15,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0359-O,,●,●,1,2024/12/03_13:44:49,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0360-O,,●,●,1,2024/12/03_13:44:55,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0361-O,,●,●,1,2024/12/03_13:46:28,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
2-09-02-A1-0362-O,,●,●,1,2024/12/03_13:46:35,M.S.,2024/12/03_13:50:29,,●,,,,,,,,,●,,,,,,10:コメット,209,膜境界不良,9:膜境界不良
