File,Area,Dis_cut
1_01_02,A1_0051,199.032489146597
1_01_02,A1_0052,199.2641563428256
1_01_02,A1_0053,199.4915767138365
1_01_02,A1_0054,199.7147112923197
1_01_02,A1_0055,199.9335218453141
1_01_02,A1_0056,200.1479708807578
1_01_02,A1_0057,200.3580216539125
1_01_02,A1_0058,200.5636381736596
1_01_02,A1_0059,200.764785208667
1_01_02,A1_0060,200.9614282934257
1_01_02,A1_0061,201.1535337341556
1_01_02,A1_0062,201.3410686145781
1_01_02,A1_0063,201.5240008015571
1_01_02,A1_0064,201.7022989506041
1_01_02,A1_0065,201.875932511249
1_01_02,A1_0066,202.0448717322752
1_01_02,A1_0067,202.2090876668168
1_01_02,A1_0068,202.3685521773188
1_01_02,A1_0069,202.5232379403583
1_01_02,A1_0070,202.673118451326
1_01_02,A1_0071,202.8181680289681
1_01_02,A1_0072,202.9583618197861
1_01_02,A1_0073,203.0936758022957
1_01_02,A1_0074,203.2240867911426
1_01_02,A1_0075,203.3495724410751
1_01_02,A1_0076,203.4701112507732
1_01_02,A1_0077,203.5856825665325
1_01_02,A1_0078,203.6962665858027
1_01_02,A1_0079,203.8018443605817
1_01_02,A1_0080,203.9023978006611
1_01_02,A1_0081,203.9979096767267
1_01_02,A1_0082,204.0883636233102
1_01_02,A1_0083,204.1737441415935
1_01_02,A1_0084,204.2540366020643
1_01_02,A1_0085,204.3292272470229
1_01_02,A1_0086,204.3993031929394
1_01_02,A1_0087,204.4642524326611
1_01_02,A1_0088,204.5240638374703
1_01_02,A1_0089,204.5787271589905
1_01_02,A1_0090,204.6282330309432
1_01_02,A1_0091,204.6725729707519
1_01_02,A1_0092,204.7117393809962
1_01_02,A1_0093,204.7457255507134
1_01_02,A1_0094,204.7745256565483
1_01_02,A1_0095,204.798134763751
1_01_02,A1_0096,204.8165488270225
1_01_02,A1_0097,204.8297646912078
1_01_02,A1_0098,204.8377800918367
1_01_02,A1_0099,204.8405936555115
1_01_02,A1_0100,204.8382049001426
1_01_02,A1_0101,204.830614235031
1_01_02,A1_0102,204.8178229607979
1_01_02,A1_0103,204.7998332691625
1_01_02,A1_0104,204.7766482425656
1_01_02,A1_0105,204.7482718536424
1_01_02,A1_0106,204.714708964541
1_01_02,A1_0107,204.6759653260896
1_01_02,A1_0108,204.6320475768111
1_01_02,A1_0109,204.582963241786
1_01_02,A1_0110,204.5287207313623
1_01_02,A1_0111,204.4693293397148
1_01_02,A1_0112,204.4047992432529
1_01_02,A1_0113,204.3351414988763
1_01_02,A1_0114,204.260368042081
1_01_02,A1_0115,204.1804916849138
1_01_02,A1_0116,204.0955261137773
1_01_02,A1_0117,204.0054858870848
1_01_02,A1_0118,203.9103864327656
1_01_02,A1_0119,203.8102440456215
1_01_02,A1_0120,203.7050758845351
1_01_02,A1_0121,203.5948999695294
1_01_02,A1_0122,203.4797351786802
1_01_02,A1_0123,203.3596012448816
1_01_02,A1_0124,203.2345187524646
1_01_02,A1_0125,203.1045091336705
1_01_02,A1_0126,202.969594664978
1_01_02,A1_0127,202.829798463287
1_01_02,A1_0128,202.6851444819569
1_01_02,A1_0129,202.5356575067026
1_01_02,A1_0130,202.3813631513478
1_01_02,A1_0131,202.2222878534361
1_01_02,A1_0132,202.0584588697008
1_01_02,A1_0133,201.8899042713948
1_01_02,A1_0134,201.7166529394809
1_01_02,A1_0135,201.5387345596829
1_01_02,A1_0136,201.3561796173992
1_01_02,A1_0137,201.1690193924794
1_01_02,A1_0138,200.9772859538646
1_01_02,A1_0139,200.7810121540923
1_01_02,A1_0140,200.5802316236678
1_01_02,A1_0141,200.3749787653014
1_01_02,A1_0142,200.1652887480136
1_01_02,A1_0143,199.9511975011095
1_01_02,A1_0144,199.732741708022
1_01_02,A1_0145,199.5099588000267
1_01_02,A1_0146,199.2828869498281
1_01_02,A1_0147,199.0515650650185
1_01_02,A1_0148,198.8160327814122
1_01_02,A1_0149,198.5763304562535
1_01_02,A1_0150,198.3324991613017
1_01_02,A1_0151,198.084580675794
1_01_02,A1_0152,197.8326174792867
1_01_02,A1_0153,197.5766527443762
1_01_02,A1_0154,197.3167303293023
1_01_02,A1_0155,197.0528947704327
1_01_02,A1_0156,196.785191274632
1_01_02,A1_0157,196.5136657115164
1_01_02,A1_0158,196.2383646055931
1_01_02,A1_0159,195.9593351282893
1_01_02,A1_0160,195.6766250898697
1_01_02,A1_0161,195.3902829312438
1_01_02,A1_0162,195.1003577156665
1_01_02,A1_0163,194.8068991203309
1_01_02,A1_0164,194.5099574278565
1_01_02,A1_0165,194.2095835176738
1_01_02,A1_0166,193.9058288573059
1_01_02,A1_0167,193.5987454935501
1_01_02,A1_0168,193.28838604356
1_01_02,A1_0169,192.9748036858295
1_01_02,A1_0170,192.6580521510814
1_01_02,A1_0171,192.3381857130605
1_01_02,A1_0172,192.0152591792342
1_01_02,A1_0173,191.6893278814017
1_01_02,A1_0174,191.3604476662129
1_01_02,A1_0175,191.0286748855997
1_01_02,A1_0176,190.6940663871201
1_01_02,A1_0177,190.3566795042177
1_01_02,A1_0178,190.016572046398
1_01_02,A1_0179,189.673802289323
1_01_02,A1_0180,189.3284289648261
1_01_02,A1_0181,188.9805112508483
1_01_02,A1_0182,188.6301087612989
1_01_02,A1_0183,188.2772815358407
1_01_02,A1_0184,187.9220900296022
1_01_02,A1_0185,187.5645951028197
1_01_02,A1_0186,187.2048580104083
1_01_02,A1_0187,186.842940391467
1_01_02,A1_0188,186.4789042587167
1_01_02,A1_0189,186.1128119878744
1_01_02,A1_0190,185.7447263069664
1_01_02,A1_0191,185.374710285579
1_01_02,A1_0192,185.0028273240527
1_01_02,A1_0193,184.6291411426185
1_01_02,A1_0194,184.2537157704798
1_01_02,A1_0195,183.8766155348414
1_01_02,A1_0196,183.4979050498875
1_01_02,A1_0197,183.1176492057099
1_01_02,A1_0198,182.7359131571901
1_01_02,A1_0199,182.3527623128347
1_01_02,A1_0200,181.9682623235685
1_01_02,A1_0201,181.5824790714852
1_01_02,A1_0202,181.1954786585592
1_01_02,A1_0203,180.8073273953187
1_01_02,A1_0204,180.4180917894845
1_01_02,A1_0205,180.0278385345741
1_01_02,A1_0206,179.6366344984735
1_01_02,A1_0207,179.2445467119804
1_01_02,A1_0208,178.8516423573185
1_01_02,A1_0209,178.4579887566264
1_01_02,A1_0210,178.063653360422
1_01_02,A1_0211,177.6687037360453
1_01_02,A1_0212,177.2732075560814
1_01_02,A1_0213,176.8772325867645
1_01_02,A1_0214,176.4808466763673
1_01_02,A1_0215,176.084117743575
1_01_02,A1_0216,175.6871137658476
1_01_02,A1_0217,175.2899027677731
1_01_02,A1_0218,174.8925528094112
1_01_02,A1_0219,174.4951319746315
1_01_02,A1_0220,174.0977083594483
